suite,head,backbone,step,action_dit_loss,epoch,learning_rate/action_model,learning_rate/base,learning_rate/qwen_vl_interface,mse_score,timing/data,timing/model
goal,qwenpiv3,oftef,50,0.6856223940849304,0.01,9.870615378783155e-05,2.4676538446957887e-05,9.870615378783155e-05,0.02579029755932944,0.0009066294878721237,2.447855764068663
goal,qwenpiv3,oftef,60,0.6386115550994873,0.01,9.71052457977236e-05,2.42763114494309e-05,9.71052457977236e-05,,0.0006492296233773232,2.5190670965239406
goal,qwenpiv3,oftef,70,0.44018155336380005,0.01,9.48943667355238e-05,2.372359168388095e-05,9.48943667355238e-05,,0.000786895863711834,2.5076682716608047
goal,qwenpiv3,oftef,80,0.580245852470398,0.01,9.210341494782096e-05,2.302585373695524e-05,9.210341494782096e-05,,0.0007799547165632248,2.4462395887821913
goal,qwenpiv3,oftef,90,0.484215646982193,0.01,8.877013326971095e-05,2.2192533317427737e-05,8.877013326971095e-05,,0.0007857838645577431,2.38477364461869
goal,qwenpiv3,oftef,100,0.572356641292572,0.02,8.493959861769923e-05,2.1234899654424807e-05,8.493959861769923e-05,0.019764534064701626,0.0010340586304664612,2.3526767771691084
goal,qwenpiv3,oftef,110,0.45110228657722473,0.02,8.066361240173374e-05,2.0165903100433436e-05,8.066361240173374e-05,,0.0005682632327079773,2.403095133602619
goal,qwenpiv3,oftef,120,0.5166237354278564,0.02,7.6e-05,1.9e-05,7.6e-05,,0.0006405459716916084,2.4369159173220396
goal,qwenpiv3,oftef,130,0.5329779386520386,0.02,7.101182876987953e-05,1.7752957192469884e-05,7.101182876987953e-05,,0.0006106309592723846,2.485173437744379
goal,qwenpiv3,oftef,140,0.3392825424671173,0.02,6.576655517013234e-05,1.6441638792533085e-05,6.576655517013234e-05,,0.0005009490996599197,2.420944729819894
goal,qwenpiv3,oftef,150,0.43283581733703613,0.02,6.033511252801267e-05,1.5083778132003167e-05,6.033511252801267e-05,0.022785955241748264,0.0005393419414758682,2.467662557028234
goal,qwenpiv3,oftef,160,0.3806211054325104,0.02,5.479095178770284e-05,1.369773794692571e-05,5.479095178770284e-05,,0.0007739262655377388,2.831206771545112
goal,qwenpiv3,oftef,170,0.47275522351264954,0.03,4.920904821229716e-05,1.230226205307429e-05,4.920904821229716e-05,,0.0007468629628419876,2.8104405011981726
goal,qwenpiv3,oftef,180,0.41155970096588135,0.03,4.3664887471987345e-05,1.0916221867996836e-05,4.3664887471987345e-05,,0.0010191062465310097,2.7183755477890372
goal,qwenpiv3,oftef,190,0.35903558135032654,0.03,3.823344482986768e-05,9.55836120746692e-06,3.823344482986768e-05,,0.00044722389429807663,2.7862886767834425
goal,qwenpiv3,oftef,200,0.35035306215286255,0.03,3.2988171230120465e-05,8.247042807530116e-06,3.2988171230120465e-05,0.01683311696563448,0.0011920835822820663,2.68878635391593
goal,qwenpiv3,oftef,210,0.3563690483570099,0.03,2.800000000000001e-05,7.0000000000000024e-06,2.800000000000001e-05,,0.0007946193218231201,2.62741063721478
goal,qwenpiv3,oftef,220,0.3554486036300659,0.03,2.3336387598266272e-05,5.834096899566568e-06,2.3336387598266272e-05,,0.0008592903614044189,2.9539411338046193
goal,qwenpiv3,oftef,230,0.3901313245296478,0.04,1.906040138230079e-05,4.765100345575197e-06,1.906040138230079e-05,,0.0005689123645424843,2.6887858733534813
goal,qwenpiv3,oftef,240,0.2790350615978241,0.04,1.5229866730289061e-05,3.8074666825722652e-06,1.5229866730289061e-05,,0.0006708456203341484,2.6867813784629107
goal,qwenpiv3,oftef,250,0.3363798260688782,0.04,1.1896585052179059e-05,2.9741462630447647e-06,1.1896585052179059e-05,0.017172822994845256,0.0007253317162394524,2.8175950068980455
goal,qwenpiv3,oftef,260,0.37444645166397095,0.04,9.105633264476216e-06,2.276408316119054e-06,9.105633264476216e-06,,0.0006200512871146202,2.786612437106669
goal,qwenpiv3,oftef,270,0.3443581759929657,0.04,6.8947542022764005e-06,1.7236885505691001e-06,6.8947542022764005e-06,,0.0008404720574617386,2.7427565790712833
goal,qwenpiv3,oftef,280,0.32346802949905396,0.04,5.293846212168457e-06,1.3234615530421141e-06,5.293846212168457e-06,,0.0007925359532237053,2.7773724952712655
goal,qwenpiv3,oftef,290,0.2763081192970276,0.04,4.324558828386734e-06,1.0811397070966836e-06,4.324558828386734e-06,,0.0005635395646095276,2.7799580758437514
goal,qwenpiv3,oftef,300,0.3321952223777771,0.05,4e-06,1e-06,4e-06,0.01569953773702894,0.00046167708933353424,2.6349897887557745
goal,qwenpiv3,pre,10,1.243346095085144,0.0,3.3333333333333335e-05,8.333333333333334e-06,3.3333333333333335e-05,,0.0005500176921486855,2.7043343549594283
goal,qwenpiv3,pre,20,0.9228284955024719,0.0,6.666666666666667e-05,1.6666666666666667e-05,6.666666666666667e-05,,0.0008556945249438286,2.623713094741106
goal,qwenpiv3,pre,30,0.8323456645011902,0.0,0.0001,2.5e-05,0.0001,,0.000853261910378933,2.6106112487614155
goal,qwenpiv3,pre,40,0.9015079736709595,0.01,9.967544117161328e-05,2.491886029290332e-05,9.967544117161328e-05,,0.0015404513105750084,2.631972433999181
goal,qwenpiv3,pre,50,0.6267707943916321,0.01,9.870615378783155e-05,2.4676538446957887e-05,9.870615378783155e-05,0.02334384194442204,0.0007848683744668961,2.6571767264977098
goal,qwenpiv3,pre,60,0.6687129735946655,0.01,9.71052457977236e-05,2.42763114494309e-05,9.71052457977236e-05,,0.0006231758743524551,2.682572348974645
goal,qwenpiv3,pre,70,0.4928988516330719,0.01,9.48943667355238e-05,2.372359168388095e-05,9.48943667355238e-05,,0.0007200147956609726,2.6878900304436684
goal,qwenpiv3,pre,80,0.6008728742599487,0.01,9.210341494782096e-05,2.302585373695524e-05,9.210341494782096e-05,,0.0007061334326863289,2.684686644002795
goal,qwenpiv3,pre,90,0.4490721821784973,0.01,8.877013326971095e-05,2.2192533317427737e-05,8.877013326971095e-05,,0.0010506436228752136,2.589052140712738
goal,qwenpiv3,pre,100,0.6346071362495422,0.02,8.493959861769923e-05,2.1234899654424807e-05,8.493959861769923e-05,0.0201858856848308,0.0004585999995470047,2.663912090472877
goal,qwenpiv3,pre,110,0.46619880199432373,0.02,8.066361240173374e-05,2.0165903100433436e-05,8.066361240173374e-05,,0.0006553279235959053,2.7577307410538197
goal,qwenpiv3,pre,120,0.589923620223999,0.02,7.6e-05,1.9e-05,7.6e-05,,0.0004942435771226883,2.692488453350961
goal,qwenpiv3,pre,130,0.5068416595458984,0.02,7.101182876987953e-05,1.7752957192469884e-05,7.101182876987953e-05,,0.0010228902101516724,2.6880716048181057
goal,qwenpiv3,pre,140,0.33919113874435425,0.02,6.576655517013234e-05,1.6441638792533085e-05,6.576655517013234e-05,,0.0007800059393048286,2.6147431852295995
goal,qwenpiv3,pre,150,0.41795721650123596,0.02,6.033511252801267e-05,1.5083778132003167e-05,6.033511252801267e-05,0.02325237648827689,0.0009474242106080055,2.670180045068264
goal,qwenpiv3,pre,160,0.35829082131385803,0.02,5.479095178770284e-05,1.369773794692571e-05,5.479095178770284e-05,,0.000712122768163681,2.71751924790442
goal,qwenpiv3,pre,170,0.47467711567878723,0.03,4.920904821229716e-05,1.230226205307429e-05,4.920904821229716e-05,,0.0006746416911482811,2.6122659742832184
goal,qwenpiv3,pre,180,0.42853453755378723,0.03,4.3664887471987345e-05,1.0916221867996836e-05,4.3664887471987345e-05,,0.0007374454289674759,2.682216677814722
goal,qwenpiv3,pre,190,0.3826620280742645,0.03,3.823344482986768e-05,9.55836120746692e-06,3.823344482986768e-05,,0.0006660027429461479,2.639699154533446
goal,qwenpiv3,pre,200,0.31708309054374695,0.03,3.2988171230120465e-05,8.247042807530116e-06,3.2988171230120465e-05,0.015643063400472914,0.0006948700174689293,2.7662797439843416
goal,qwenpiv3,pre,210,0.34019941091537476,0.03,2.800000000000001e-05,7.0000000000000024e-06,2.800000000000001e-05,,0.0009402446448802948,2.6700999783352017
goal,qwenpiv3,pre,220,0.34103158116340637,0.03,2.3336387598266272e-05,5.834096899566568e-06,2.3336387598266272e-05,,0.0008313385769724846,2.6382894637063146
goal,qwenpiv3,pre,230,0.4098348021507263,0.04,1.906040138230079e-05,4.765100345575197e-06,1.906040138230079e-05,,0.0007219724357128143,2.673516790382564
goal,qwenpiv3,pre,240,0.26498711109161377,0.04,1.5229866730289061e-05,3.8074666825722652e-06,1.5229866730289061e-05,,0.0005221143364906311,2.7356683453544974
goal,qwenpiv3,pre,250,0.31735315918922424,0.04,1.1896585052179059e-05,2.9741462630447647e-06,1.1896585052179059e-05,0.01786635603223528,0.0005854656919836998,2.58823349326849
goal,qwenpiv3,pre,260,0.3846210539340973,0.04,9.105633264476216e-06,2.276408316119054e-06,9.105633264476216e-06,,0.0006778845563530922,2.67991141974926
goal,qwenpiv3,pre,270,0.3478480577468872,0.04,6.8947542022764005e-06,1.7236885505691001e-06,6.8947542022764005e-06,,0.0006260797381401062,2.704417950473726
goal,qwenpiv3,pre,280,0.32667064666748047,0.04,5.293846212168457e-06,1.3234615530421141e-06,5.293846212168457e-06,,0.0007542194798588753,2.5805468829348683
goal,qwenpiv3,pre,290,0.2731618583202362,0.04,4.324558828386734e-06,1.0811397070966836e-06,4.324558828386734e-06,,0.0006098654121160507,2.657071191817522
goal,qwenpiv3,pre,300,0.33350345492362976,0.05,4e-06,1e-06,4e-06,0.015699490904808044,0.0006958777084946632,2.651923661120236
spatial,qwenoft,mh,10,0.540662407875061,0.0,3.3333333333333335e-05,,3.3333333333333335e-05,,0.001282871700823307,2.327796191908419
spatial,qwenoft,mh,20,0.517077624797821,0.0,6.666666666666667e-05,,6.666666666666667e-05,,0.0007529938593506813,2.179405014961958
spatial,qwenoft,mh,30,0.39168134331703186,0.0,0.0001,,0.0001,,0.001085350289940834,2.361695975996554
spatial,qwenoft,mh,40,0.4890451729297638,0.01,9.967544117161328e-05,,9.967544117161328e-05,,0.0009820247069001198,2.4058087542653084
spatial,qwenoft,mh,50,0.3378761410713196,0.01,9.870615378783155e-05,,9.870615378783155e-05,0.021715873054095676,0.0013052616268396378,2.223654765635729
spatial,qwenoft,mh,60,0.4200190305709839,0.01,9.71052457977236e-05,,9.71052457977236e-05,,0.0007603215053677559,2.4251671992242336
spatial,qwenoft,mh,70,0.37759461998939514,0.01,9.48943667355238e-05,,9.48943667355238e-05,,0.0010092202574014664,2.1722221365198493
spatial,qwenoft,mh,80,0.35318443179130554,0.01,9.210341494782096e-05,,9.210341494782096e-05,,0.0009239204227924347,2.1615706998854876
spatial,qwenoft,mh,90,0.26552319526672363,0.01,8.877013326971095e-05,,8.877013326971095e-05,,0.0007414976134896278,2.3245658250525594
spatial,qwenoft,mh,100,0.33153289556503296,0.02,8.493959861769923e-05,,8.493959861769923e-05,0.029669118779046193,0.0010774629190564156,2.567229164764285
spatial,qwenoft,mh,110,0.3412301242351532,0.02,8.066361240173374e-05,,8.066361240173374e-05,,0.0011422447860240936,2.366614244878292
spatial,qwenoft,mh,120,0.298521488904953,0.02,7.6e-05,,7.6e-05,,0.0008037164807319641,2.333634133450687
spatial,qwenoft,mh,130,0.33041954040527344,0.02,7.101182876987953e-05,,7.101182876987953e-05,,0.0009533874690532684,2.361966248601675
spatial,qwenoft,mh,140,0.33704984188079834,0.02,6.576655517013234e-05,,6.576655517013234e-05,,0.0010670395568013191,2.191597441211343
spatial,qwenoft,mh,150,0.30903545022010803,0.02,6.033511252801267e-05,,6.033511252801267e-05,0.017471034611974443,0.0008525233715772629,2.2932728407904506
spatial,qwenoft,mh,160,0.29397764801979065,0.02,5.479095178770284e-05,,5.479095178770284e-05,,0.001166660338640213,2.169632504694164
spatial,qwenoft,mh,170,0.28791511058807373,0.03,4.920904821229716e-05,,4.920904821229716e-05,,0.000838354229927063,2.2253102688118815
spatial,qwenoft,mh,180,0.28397512435913086,0.03,4.3664887471987345e-05,,4.3664887471987345e-05,,0.0009050127118825912,2.354936119168997
spatial,qwenoft,mh,190,0.2555542588233948,0.03,3.823344482986768e-05,,3.823344482986768e-05,,0.0010069366544485092,2.4530417108908296
spatial,qwenoft,mh,200,0.29715782403945923,0.03,3.2988171230120465e-05,,3.2988171230120465e-05,0.014898140515599931,0.0007913922891020775,2.4351945649832487
spatial,qwenoft,mh,210,0.2327924221754074,0.03,2.800000000000001e-05,,2.800000000000001e-05,,0.0005906913429498672,2.2810648269951344
spatial,qwenoft,mh,220,0.2692646086215973,0.03,2.3336387598266272e-05,,2.3336387598266272e-05,,0.0008584717288613319,2.3448842586949468
spatial,qwenoft,mh,230,0.23255103826522827,0.03,1.906040138230079e-05,,1.906040138230079e-05,,0.0009832177311182022,2.290248847566545
spatial,qwenoft,mh,240,0.3281121253967285,0.04,1.5229866730289061e-05,,1.5229866730289061e-05,,0.0007821479812264442,2.1797877037897706
spatial,qwenoft,mh,250,0.2979186475276947,0.04,1.1896585052179059e-05,,1.1896585052179059e-05,0.016610650079590932,0.0008500562980771065,2.154106623493135
spatial,qwenoft,mh,260,0.27552133798599243,0.04,9.105633264476216e-06,,9.105633264476216e-06,,0.0010926639661192894,2.4667765451595187
spatial,qwenoft,mh,270,0.25412869453430176,0.04,6.8947542022764005e-06,,6.8947542022764005e-06,,0.0006432076916098595,2.3084902446717024
spatial,qwenoft,mh,280,0.2616375684738159,0.04,5.293846212168457e-06,,5.293846212168457e-06,,0.0008513331413269043,2.5805667862296104
spatial,qwenoft,mh,290,0.22985227406024933,0.04,4.324558828386734e-06,,4.324558828386734e-06,,0.0008015809580683708,2.477099613286555
spatial,qwenoft,mh,300,0.23837631940841675,0.05,4e-06,,4e-06,0.018134087324142456,0.0008538169786334038,2.5302055282518268
spatial,qwenoft,oft,10,0.7244511842727661,0.0,3.3333333333333335e-05,,3.3333333333333335e-05,,0.001193479634821415,2.4152765991166234
spatial,qwenoft,oft,20,0.5026924014091492,0.0,6.666666666666667e-05,,6.666666666666667e-05,,0.001482997089624405,2.329815937206149
spatial,qwenoft,oft,30,0.49550533294677734,0.0,0.0001,,0.0001,,0.000768815167248249,2.31922082323581
spatial,qwenoft,oft,40,0.46648433804512024,0.01,9.967544117161328e-05,,9.967544117161328e-05,,0.0007049376145005226,2.444358083419502
spatial,qwenoft,oft,50,0.31474584341049194,0.01,9.870615378783155e-05,,9.870615378783155e-05,0.0228020293372018,0.0027062976732850075,2.4114411817863584
spatial,qwenoft,oft,60,0.30344974994659424,0.01,9.71052457977236e-05,,9.71052457977236e-05,,0.000873827375471592,2.2713627219200134
spatial,qwenoft,oft,70,0.3284703195095062,0.01,9.48943667355238e-05,,9.48943667355238e-05,,0.0009214449673891068,2.1775639802217484
spatial,qwenoft,oft,80,0.3646804392337799,0.01,9.210341494782096e-05,,9.210341494782096e-05,,0.0006463853642344475,2.146468517370522
spatial,qwenoft,oft,90,0.31901949644088745,0.01,8.877013326971095e-05,,8.877013326971095e-05,,0.0010219477117061615,2.3932454120367765
spatial,qwenoft,oft,100,0.31896162033081055,0.02,8.493959861769923e-05,,8.493959861769923e-05,0.023246356419154575,0.0011261170729994774,2.519095712341368
spatial,qwenoft,oft,110,0.3721555471420288,0.02,8.066361240173374e-05,,8.066361240173374e-05,,0.0009285649284720421,2.3510825783014297
spatial,qwenoft,oft,120,0.33340558409690857,0.02,7.6e-05,,7.6e-05,,0.0008064666762948036,2.521711800247431
spatial,qwenoft,oft,130,0.26421621441841125,0.02,7.101182876987953e-05,,7.101182876987953e-05,,0.0007002279162406921,2.3966031316667795
spatial,qwenoft,oft,140,0.33264049887657166,0.02,6.576655517013234e-05,,6.576655517013234e-05,,0.0008878130465745926,2.3266322249546647
spatial,qwenoft,oft,150,0.2743367850780487,0.02,6.033511252801267e-05,,6.033511252801267e-05,0.017537303268909454,0.000882674939930439,2.4277482349425554
spatial,qwenoft,oft,160,0.2821926474571228,0.02,5.479095178770284e-05,,5.479095178770284e-05,,0.0008279057219624519,2.3957547722384334
spatial,qwenoft,oft,170,0.27377891540527344,0.03,4.920904821229716e-05,,4.920904821229716e-05,,0.0007510753348469734,2.211430204100907
spatial,qwenoft,oft,180,0.25418463349342346,0.03,4.3664887471987345e-05,,4.3664887471987345e-05,,0.0010328246280550957,2.276176513172686
spatial,qwenoft,oft,190,0.2506822347640991,0.03,3.823344482986768e-05,,3.823344482986768e-05,,0.0006684167310595512,2.4056180473417044
spatial,qwenoft,oft,200,0.28233927488327026,0.03,3.2988171230120465e-05,,3.2988171230120465e-05,0.014977774449757167,0.0007965462282299995,2.253874865360558
spatial,qwenoft,oft,210,0.2411688268184662,0.03,2.800000000000001e-05,,2.800000000000001e-05,,0.0008870922029018402,2.294215482659638
spatial,qwenoft,oft,220,0.26228734850883484,0.03,2.3336387598266272e-05,,2.3336387598266272e-05,,0.0008888626471161842,2.392314175143838
spatial,qwenoft,oft,230,0.23100700974464417,0.03,1.906040138230079e-05,,1.906040138230079e-05,,0.0007927902042865753,2.511760505847633
spatial,qwenoft,oft,240,0.34405723214149475,0.04,1.5229866730289061e-05,,1.5229866730289061e-05,,0.0009318273514509201,2.407560649327934
spatial,qwenoft,oft,250,0.29279381036758423,0.04,1.1896585052179059e-05,,1.1896585052179059e-05,0.01698333876473563,0.0010837335139513016,2.597544393502176
spatial,qwenoft,oft,260,0.2617383897304535,0.04,9.105633264476216e-06,,9.105633264476216e-06,,0.0009116455912590027,2.428565044887364
spatial,qwenoft,oft,270,0.25042080879211426,0.04,6.8947542022764005e-06,,6.8947542022764005e-06,,0.0010628895834088326,2.331055987626314
spatial,qwenoft,oft,280,0.26408496499061584,0.04,5.293846212168457e-06,,5.293846212168457e-06,,0.0007115919142961502,2.400676265358925
spatial,qwenoft,oft,290,0.23904766142368317,0.04,4.324558828386734e-06,,4.324558828386734e-06,,0.0008531780913472176,2.4726182920858264
spatial,qwenoft,oft,300,0.24624186754226685,0.05,4e-06,,4e-06,0.018191952790532793,0.0010114777833223343,2.2445227671414614
spatial,qwenoft,oftef,10,0.6099634170532227,0.0,3.3333333333333335e-05,,3.3333333333333335e-05,,0.00103803351521492,1.4237846778705716
spatial,qwenoft,oftef,20,0.5373470187187195,0.0,6.666666666666667e-05,,6.666666666666667e-05,,0.0005731489509344101,1.5002523139119148
spatial,qwenoft,oftef,30,0.37082985043525696,0.0,0.0001,,0.0001,,0.0005778903141617775,1.4531619157642126
spatial,qwenoft,oftef,40,0.5352357029914856,0.01,9.967544117161328e-05,,9.967544117161328e-05,,0.0007029855623841286,1.4334149798378348
spatial,qwenoft,oftef,50,0.3964735269546509,0.01,9.870615378783155e-05,,9.870615378783155e-05,0.02075620208467756,0.0006809700280427933,1.3903538538143039
spatial,qwenoft,oftef,60,0.3571607172489166,0.01,9.71052457977236e-05,,9.71052457977236e-05,,0.0005444111302495003,1.2802518038079143
spatial,qwenoft,oftef,70,0.3585602343082428,0.01,9.48943667355238e-05,,9.48943667355238e-05,,0.0010697869583964348,1.3963796542957425
spatial,qwenoft,oftef,80,0.39926522970199585,0.01,9.210341494782096e-05,,9.210341494782096e-05,,0.000826696865260601,1.4212036272510886
spatial,qwenoft,oftef,90,0.31743064522743225,0.01,8.877013326971095e-05,,8.877013326971095e-05,,0.0006714938208460808,1.4255846412852407
spatial,qwenoft,oftef,100,0.32474714517593384,0.02,8.493959861769923e-05,,8.493959861769923e-05,0.02495594961302621,0.0011029373854398727,1.427567845210433
spatial,qwenoft,oftef,110,0.3371858298778534,0.02,8.066361240173374e-05,,8.066361240173374e-05,,0.0005366159602999687,1.3812452787533402
spatial,qwenoft,oftef,120,0.32962796092033386,0.02,7.6e-05,,7.6e-05,,0.0006212936714291573,1.4185415022075176
spatial,qwenoft,oftef,130,0.32030853629112244,0.02,7.101182876987953e-05,,7.101182876987953e-05,,0.0006657550111413002,1.3841038485988975
spatial,qwenoft,oftef,140,0.36803826689720154,0.02,6.576655517013234e-05,,6.576655517013234e-05,,0.0006816685199737549,1.4843192603439093
spatial,qwenoft,oftef,150,0.3013583719730377,0.02,6.033511252801267e-05,,6.033511252801267e-05,0.023145011493137906,0.0009639961645007133,1.3553106598556042
spatial,qwenoft,oftef,160,0.3193941116333008,0.02,5.479095178770284e-05,,5.479095178770284e-05,,0.0008822260424494743,1.5487243551760912
spatial,qwenoft,oftef,170,0.33751270174980164,0.03,4.920904821229716e-05,,4.920904821229716e-05,,0.000853286124765873,1.4907663688063622
spatial,qwenoft,oftef,180,0.31369447708129883,0.03,4.3664887471987345e-05,,4.3664887471987345e-05,,0.0006193956360220909,1.5117749283090234
spatial,qwenoft,oftef,190,0.26743805408477783,0.03,3.823344482986768e-05,,3.823344482986768e-05,,0.0008460795506834984,1.437929168343544
spatial,qwenoft,oftef,200,0.27426257729530334,0.03,3.2988171230120465e-05,,3.2988171230120465e-05,0.015632463353020803,0.0007187686860561371,1.4741667108610272
spatial,qwenoft,oftef,210,0.24053901433944702,0.03,2.800000000000001e-05,,2.800000000000001e-05,,0.0007418151944875717,1.4723619325086474
spatial,qwenoft,oftef,220,0.29507216811180115,0.03,2.3336387598266272e-05,,2.3336387598266272e-05,,0.000972505658864975,1.3625973341986537
spatial,qwenoft,oftef,230,0.22324657440185547,0.03,1.906040138230079e-05,,1.906040138230079e-05,,0.0008354904130101204,1.4612456541508436
spatial,qwenoft,oftef,240,0.3368052840232849,0.04,1.5229866730289061e-05,,1.5229866730289061e-05,,0.000619315542280674,1.4154755156487226
spatial,qwenoft,oftef,250,0.3150636553764343,0.04,1.1896585052179059e-05,,1.1896585052179059e-05,0.017292034413133348,0.0007480587810277939,1.5671712309122086
spatial,qwenoft,oftef,260,0.2825433015823364,0.04,9.105633264476216e-06,,9.105633264476216e-06,,0.0009593851864337921,1.4298730278387666
spatial,qwenoft,oftef,270,0.2656487822532654,0.04,6.8947542022764005e-06,,6.8947542022764005e-06,,0.000590205192565918,1.404268586076796
spatial,qwenoft,oftef,280,0.2641140818595886,0.04,5.293846212168457e-06,,5.293846212168457e-06,,0.0007871454581618309,1.3438293254002929
spatial,qwenoft,oftef,290,0.22573032975196838,0.04,4.324558828386734e-06,,4.324558828386734e-06,,0.000823749229311943,1.4254764830693603
spatial,qwenoft,oftef,300,0.2450578510761261,0.05,4e-06,,4e-06,0.01836765025343214,0.0006699943915009499,1.4001766741275787
spatial,qwenoft,pre,10,0.7652313113212585,0.0,3.3333333333333335e-05,,3.3333333333333335e-05,,0.0016666827723383904,2.4664933616295457
spatial,qwenoft,pre,20,0.6241549253463745,0.0,6.666666666666667e-05,,6.666666666666667e-05,,0.0010783029720187187,2.2420066483318806
spatial,qwenoft,pre,30,0.6859245896339417,0.0,0.0001,,0.0001,,0.0010636476799845695,2.1919005531817675
spatial,qwenoft,pre,40,0.658254086971283,0.01,9.967544117161328e-05,,9.967544117161328e-05,,0.001238679513335228,2.4220929462462664
spatial,qwenoft,pre,50,0.4064044654369354,0.01,9.870615378783155e-05,,9.870615378783155e-05,0.02655701764992305,0.001166071742773056,2.2621496645733714
spatial,qwenoft,pre,60,0.4024307429790497,0.01,9.71052457977236e-05,,9.71052457977236e-05,,0.0008752327412366867,2.4300169786438346
spatial,qwenoft,pre,70,0.41052839159965515,0.01,9.48943667355238e-05,,9.48943667355238e-05,,0.00118182972073555,2.5381200751289725
spatial,qwenoft,pre,80,0.3910893499851227,0.01,9.210341494782096e-05,,9.210341494782096e-05,,0.0011799344792962074,2.3003118466585875
spatial,qwenoft,pre,90,0.39687398076057434,0.01,8.877013326971095e-05,,8.877013326971095e-05,,0.001009189523756504,2.4618960162624717
spatial,qwenoft,pre,100,0.3580196499824524,0.02,8.493959861769923e-05,,8.493959861769923e-05,0.028702433620180403,0.0008588777855038643,2.468225915916264
spatial,qwenoft,pre,110,0.32112374901771545,0.02,8.066361240173374e-05,,8.066361240173374e-05,,0.0007389625534415245,2.2707953872159123
spatial,qwenoft,pre,120,0.295828253030777,0.02,7.6e-05,,7.6e-05,,0.001351403072476387,2.1805263310670853
spatial,qwenoft,pre,130,0.30704888701438904,0.02,7.101182876987953e-05,,7.101182876987953e-05,,0.0015717586502432823,2.2342975232750177
spatial,qwenoft,pre,140,0.35771310329437256,0.02,6.576655517013234e-05,,6.576655517013234e-05,,0.0011074226349592209,2.406302757561207
spatial,qwenoft,pre,150,0.31112736463546753,0.02,6.033511252801267e-05,,6.033511252801267e-05,0.019350692629814148,0.0008094552904367447,2.297439232468605
spatial,qwenoft,pre,160,0.33718234300613403,0.02,5.479095178770284e-05,,5.479095178770284e-05,,0.0011952240020036697,2.397556065581739
spatial,qwenoft,pre,170,0.2967340648174286,0.03,4.920904821229716e-05,,4.920904821229716e-05,,0.0009526796638965607,2.126235004514456
spatial,qwenoft,pre,180,0.30598077178001404,0.03,4.3664887471987345e-05,,4.3664887471987345e-05,,0.001375497318804264,2.3553569158539176
spatial,qwenoft,pre,190,0.28299781680107117,0.03,3.823344482986768e-05,,3.823344482986768e-05,,0.0015225224196910858,2.292720180004835
spatial,qwenoft,pre,200,0.2773623466491699,0.03,3.2988171230120465e-05,,3.2988171230120465e-05,0.015935136803558896,0.0010103685781359673,2.250885060057044
spatial,qwenoft,pre,210,0.263528048992157,0.03,2.800000000000001e-05,,2.800000000000001e-05,,0.0007751304656267166,2.209076720289886
spatial,qwenoft,pre,220,0.2899550199508667,0.03,2.3336387598266272e-05,,2.3336387598266272e-05,,0.0011380081996321678,2.2905528666451573
spatial,qwenoft,pre,230,0.24046678841114044,0.03,1.906040138230079e-05,,1.906040138230079e-05,,0.000985901802778244,2.469593282788992
spatial,qwenoft,pre,240,0.3263548016548157,0.04,1.5229866730289061e-05,,1.5229866730289061e-05,,0.01732492260634899,2.403145542368293
spatial,qwenoft,pre,250,0.33026838302612305,0.04,1.1896585052179059e-05,,1.1896585052179059e-05,0.01874075404235295,0.0007711797952651978,2.5930974865332246
spatial,qwenoft,pre,260,0.3008549213409424,0.04,9.105633264476216e-06,,9.105633264476216e-06,,0.0012409668415784836,2.2083341842517257
spatial,qwenoft,pre,270,0.28124216198921204,0.04,6.8947542022764005e-06,,6.8947542022764005e-06,,0.021902847103774548,2.4318818021565676
spatial,qwenoft,pre,280,0.29739850759506226,0.04,5.293846212168457e-06,,5.293846212168457e-06,,0.0008031390607357025,2.0562284402549267
spatial,qwenoft,pre,290,0.24209149181842804,0.04,4.324558828386734e-06,,4.324558828386734e-06,,0.0010077590122818947,2.283322175964713
spatial,qwenoft,pre,300,0.26246023178100586,0.05,4e-06,,4e-06,0.020022245390074595,0.0008503086864948273,2.2440394908189774
spatial,qwenpiv3,mh,10,1.1567909717559814,0.0,3.3333333333333335e-05,8.333333333333334e-06,3.3333333333333335e-05,,0.017213807441294193,3.5739223770797253
spatial,qwenpiv3,mh,20,0.6530372500419617,0.0,6.666666666666667e-05,1.6666666666666667e-05,6.666666666666667e-05,,0.0006344271823763847,3.7085961867123842
spatial,qwenpiv3,mh,30,0.8726168274879456,0.0,0.0001,2.5e-05,0.0001,,0.001021338626742363,3.602444151416421
spatial,qwenpiv3,mh,40,0.826813280582428,0.01,9.967544117161328e-05,2.491886029290332e-05,9.967544117161328e-05,,0.000752805732190609,3.3682813523337245
spatial,qwenpiv3,mh,50,0.5571149587631226,0.01,9.870615378783155e-05,2.4676538446957887e-05,9.870615378783155e-05,0.0257802243743624,0.000935831107199192,3.258951064199209
spatial,qwenpiv3,mh,60,0.7359669804573059,0.01,9.71052457977236e-05,2.42763114494309e-05,9.71052457977236e-05,,0.000752447172999382,3.5240169428288937
spatial,qwenpiv3,mh,70,0.6705416440963745,0.01,9.48943667355238e-05,2.372359168388095e-05,9.48943667355238e-05,,0.0005869539454579353,3.299337730742991
spatial,qwenpiv3,mh,80,0.6072711944580078,0.01,9.210341494782096e-05,2.302585373695524e-05,9.210341494782096e-05,,0.0006070546805858612,3.3042619954794645
