suite,head,backbone,step,action_dit_loss,epoch,learning_rate/action_model,learning_rate/base,learning_rate/qwen_vl_interface,mse_score,timing/data,timing/model
goal,qwenoft,mh,160,0.20890475809574127,0.02,5.479095178770284e-05,,5.479095178770284e-05,,0.0008602570742368698,1.3656838415190578
goal,qwenoft,mh,170,0.2802314758300781,0.03,4.920904821229716e-05,,4.920904821229716e-05,,0.0007615964859724045,1.4231946868821979
goal,qwenoft,mh,180,0.26041847467422485,0.03,4.3664887471987345e-05,,4.3664887471987345e-05,,0.0007661385461688042,1.4183135880157351
goal,qwenoft,mh,190,0.19948841631412506,0.03,3.823344482986768e-05,,3.823344482986768e-05,,0.0008562244474887848,1.3062197007238865
goal,qwenoft,mh,200,0.22935548424720764,0.03,3.2988171230120465e-05,,3.2988171230120465e-05,0.01711654237338475,0.000566272996366024,1.337531897239387
goal,qwenoft,mh,210,0.24933044612407684,0.03,2.800000000000001e-05,,2.800000000000001e-05,,0.0008973656222224236,1.5124546810984612
goal,qwenoft,mh,220,0.25154051184654236,0.03,2.3336387598266272e-05,,2.3336387598266272e-05,,0.0007842611521482468,1.4456528695300221
goal,qwenoft,mh,230,0.22000184655189514,0.04,1.906040138230079e-05,,1.906040138230079e-05,,0.0007121050730347633,1.3925126316025853
goal,qwenoft,mh,240,0.22079697251319885,0.04,1.5229866730289061e-05,,1.5229866730289061e-05,,0.0004371572285890579,1.4465465573593974
goal,qwenoft,mh,250,0.21251262724399567,0.04,1.1896585052179059e-05,,1.1896585052179059e-05,0.016650661826133728,0.0007007773965597153,1.3518695374950767
goal,qwenoft,mh,260,0.2271757423877716,0.04,9.105633264476216e-06,,9.105633264476216e-06,,0.000645466148853302,1.304440537467599
goal,qwenoft,mh,270,0.22227543592453003,0.04,6.8947542022764005e-06,,6.8947542022764005e-06,,0.0005864519625902176,1.4810224855318666
goal,qwenoft,mh,280,0.2167949378490448,0.04,5.293846212168457e-06,,5.293846212168457e-06,,0.0005769375711679459,1.3035844303667545
goal,qwenoft,mh,290,0.20428413152694702,0.04,4.324558828386734e-06,,4.324558828386734e-06,,0.0005979426205158234,1.6142949098721147
goal,qwenoft,mh,300,0.2100284993648529,0.05,4e-06,,4e-06,0.014628955296107702,0.0006986754015088081,1.385915762744844
goal,qwenoft,oft,10,0.8061972260475159,0.0,3.3333333333333335e-05,,3.3333333333333335e-05,,0.0007312996312975883,1.4171636709943414
goal,qwenoft,oft,20,0.5397089123725891,0.0,6.666666666666667e-05,,6.666666666666667e-05,,0.0006595505401492119,1.402436539530754
goal,qwenoft,oft,30,0.551741898059845,0.0,0.0001,,0.0001,,0.0005288366228342056,1.407700726762414
goal,qwenoft,oft,40,0.2994878888130188,0.01,9.967544117161328e-05,,9.967544117161328e-05,,0.0007927874103188515,1.4669837979599833
goal,qwenoft,oft,50,0.33734411001205444,0.01,9.870615378783155e-05,,9.870615378783155e-05,0.027526557445526123,0.0005839429795742035,1.4419794157147408
goal,qwenoft,oft,60,0.3407341241836548,0.01,9.71052457977236e-05,,9.71052457977236e-05,,0.0006582625210285187,1.392321421764791
goal,qwenoft,oft,70,0.3068218231201172,0.01,9.48943667355238e-05,,9.48943667355238e-05,,0.0006431108340620995,1.316551672294736
goal,qwenoft,oft,80,0.29886430501937866,0.01,9.210341494782096e-05,,9.210341494782096e-05,,0.0007070386782288551,1.411026269197464
goal,qwenoft,oft,90,0.3171886205673218,0.01,8.877013326971095e-05,,8.877013326971095e-05,,0.0007929224520921707,1.4742375602945685
goal,qwenoft,oft,100,0.34556344151496887,0.02,8.493959861769923e-05,,8.493959861769923e-05,0.018789497869355336,0.0006057517603039742,1.3724541384726763
goal,qwenoft,oft,110,0.3265622556209564,0.02,8.066361240173374e-05,,8.066361240173374e-05,,0.0004763379693031311,1.4123723907396197
goal,qwenoft,oft,120,0.29911181330680847,0.02,7.6e-05,,7.6e-05,,0.00048376433551311493,1.351909981109202
goal,qwenoft,oft,130,0.343284010887146,0.02,7.101182876987953e-05,,7.101182876987953e-05,,0.0009383969008922577,1.4236382311210036
goal,qwenoft,oft,140,0.24489423632621765,0.02,6.576655517013234e-05,,6.576655517013234e-05,,0.0008029546588659286,1.359768083319068
goal,qwenoft,oft,150,0.26756173372268677,0.02,6.033511252801267e-05,,6.033511252801267e-05,0.02081829948084695,0.0009459815919399261,1.3588259238749743
goal,qwenoft,oft,160,0.20204752683639526,0.02,5.479095178770284e-05,,5.479095178770284e-05,,0.0007573077455163002,1.5069474186748266
goal,qwenoft,oft,170,0.3440714180469513,0.03,4.920904821229716e-05,,4.920904821229716e-05,,0.0006414158269762993,1.3288981150835752
goal,qwenoft,oft,180,0.28384485840797424,0.03,4.3664887471987345e-05,,4.3664887471987345e-05,,0.000678754411637783,1.3779600784182549
goal,qwenoft,oft,190,0.2204618602991104,0.03,3.823344482986768e-05,,3.823344482986768e-05,,0.0007082102820277214,1.3859943309798837
goal,qwenoft,oft,200,0.23655767738819122,0.03,3.2988171230120465e-05,,3.2988171230120465e-05,0.018595150538853238,0.0006757602095603943,1.542297475039959
goal,qwenoft,oft,210,0.25469645857810974,0.03,2.800000000000001e-05,,2.800000000000001e-05,,0.0007808282971382141,1.3500328389927745
goal,qwenoft,oft,220,0.2192639857530594,0.03,2.3336387598266272e-05,,2.3336387598266272e-05,,0.0007125549018383026,1.3302438957616687
goal,qwenoft,oft,230,0.24113447964191437,0.04,1.906040138230079e-05,,1.906040138230079e-05,,0.0006261104717850685,1.3997175144031644
goal,qwenoft,oft,240,0.22870776057243347,0.04,1.5229866730289061e-05,,1.5229866730289061e-05,,0.0007574735209345818,1.4533464703708887
goal,qwenoft,oft,250,0.22501926124095917,0.04,1.1896585052179059e-05,,1.1896585052179059e-05,0.01712539472750255,0.0007835868746042252,1.5112224947661161
goal,qwenoft,oft,260,0.2305564433336258,0.04,9.105633264476216e-06,,9.105633264476216e-06,,0.0007068943232297897,1.4252017345279455
goal,qwenoft,oft,270,0.23655399680137634,0.04,6.8947542022764005e-06,,6.8947542022764005e-06,,0.0005474947392940521,1.5284793274477124
goal,qwenoft,oft,280,0.23901522159576416,0.04,5.293846212168457e-06,,5.293846212168457e-06,,0.0008584475144743919,1.2977358112111688
goal,qwenoft,oft,290,0.21029408276081085,0.04,4.324558828386734e-06,,4.324558828386734e-06,,0.0006924755871295929,1.4782420685514808
goal,qwenoft,oft,300,0.21089091897010803,0.05,4e-06,,4e-06,0.01598952284881047,0.0006088223308324814,1.3644287073984742
goal,qwenoft,oftef,10,0.6195199489593506,0.0,3.3333333333333335e-05,,3.3333333333333335e-05,,0.0007280400022864342,1.4557903669774532
goal,qwenoft,oftef,20,0.5130912065505981,0.0,6.666666666666667e-05,,6.666666666666667e-05,,0.0009245472028851509,1.4927852703258395
goal,qwenoft,oftef,30,0.586253821849823,0.0,0.0001,,0.0001,,0.0016476791352033615,1.4276031563058496
goal,qwenoft,oftef,40,0.4223998785018921,0.01,9.967544117161328e-05,,9.967544117161328e-05,,0.0008213743567466736,1.4514440381899476
goal,qwenoft,oftef,50,0.3916272819042206,0.01,9.870615378783155e-05,,9.870615378783155e-05,0.02464228229863303,0.0007823146879673004,1.5524417776614428
goal,qwenoft,oftef,60,0.29221320152282715,0.01,9.71052457977236e-05,,9.71052457977236e-05,,0.0005971165373921394,1.4903054358437657
goal,qwenoft,oftef,70,0.3804112374782562,0.01,9.48943667355238e-05,,9.48943667355238e-05,,0.0009350739419460297,1.4892189903184772
goal,qwenoft,oftef,80,0.3793753385543823,0.01,9.210341494782096e-05,,9.210341494782096e-05,,0.0005985889583826065,1.398149169050157
goal,qwenoft,oftef,90,0.24937157332897186,0.01,8.877013326971095e-05,,8.877013326971095e-05,,0.0006994791328907013,1.2631876692175865
goal,qwenoft,oftef,100,0.35934606194496155,0.02,8.493959861769923e-05,,8.493959861769923e-05,0.018461108207702637,0.0005812980234622955,1.184486203826964
goal,qwenoft,oftef,110,0.320019394159317,0.02,8.066361240173374e-05,,8.066361240173374e-05,,0.0006943605840206146,1.3568145586177707
goal,qwenoft,oftef,120,0.31877005100250244,0.02,7.6e-05,,7.6e-05,,0.0007870057597756386,1.1094443900510669
goal,qwenoft,oftef,130,0.38628116250038147,0.02,7.101182876987953e-05,,7.101182876987953e-05,,0.0006147259846329689,1.1506722439080477
goal,qwenoft,oftef,140,0.29781752824783325,0.02,6.576655517013234e-05,,6.576655517013234e-05,,0.0005918601527810097,1.0897192331030965
goal,qwenoft,oftef,150,0.30377334356307983,0.02,6.033511252801267e-05,,6.033511252801267e-05,0.022706906710352217,0.0006490740925073624,0.7109884349629283
goal,qwenoft,oftef,160,0.2805418372154236,0.02,5.479095178770284e-05,,5.479095178770284e-05,,0.0008038775995373726,0.8513266909867525
goal,qwenoft,oftef,170,0.3356693387031555,0.03,4.920904821229716e-05,,4.920904821229716e-05,,0.0004291357472538948,1.0399767449125648
goal,qwenoft,oftef,180,0.2753227949142456,0.03,4.3664887471987345e-05,,4.3664887471987345e-05,,0.0004023974761366844,0.9797810930758715
goal,qwenoft,oftef,190,0.23012015223503113,0.03,3.823344482986768e-05,,3.823344482986768e-05,,0.000696185976266861,0.8312123296782374
goal,qwenoft,oftef,200,0.23979145288467407,0.03,3.2988171230120465e-05,,3.2988171230120465e-05,0.018009322030203685,0.0006951559334993362,0.8331399522721767
goal,qwenoft,oftef,210,0.29155397415161133,0.03,2.800000000000001e-05,,2.800000000000001e-05,,0.0004418417811393738,0.8140054205432534
goal,qwenoft,oftef,220,0.26493531465530396,0.03,2.3336387598266272e-05,,2.3336387598266272e-05,,0.0007241414859890938,0.8216847898438573
goal,qwenoft,oftef,230,0.24187655746936798,0.04,1.906040138230079e-05,,1.906040138230079e-05,,0.0006361417472362518,0.45629025530070066
goal,qwenoft,oftef,240,0.24174854159355164,0.04,1.5229866730289061e-05,,1.5229866730289061e-05,,0.0006054341793060303,0.47814206313341856
goal,qwenoft,oftef,250,0.23707926273345947,0.04,1.1896585052179059e-05,,1.1896585052179059e-05,0.016876193029539927,0.0004957607015967369,0.9865267658606172
goal,qwenoft,oftef,260,0.2430109977722168,0.04,9.105633264476216e-06,,9.105633264476216e-06,,0.0008855601772665977,0.5970724420621991
goal,qwenoft,oftef,270,0.23876091837882996,0.04,6.8947542022764005e-06,,6.8947542022764005e-06,,0.0005852440372109413,1.0232748640701175
goal,qwenoft,oftef,280,0.24927152693271637,0.04,5.293846212168457e-06,,5.293846212168457e-06,,0.0005809301510453224,0.5007884297519922
goal,qwenoft,oftef,290,0.2123376727104187,0.04,4.324558828386734e-06,,4.324558828386734e-06,,0.0006006360054016113,0.9223526399582624
goal,qwenoft,oftef,300,0.21332408487796783,0.05,4e-06,,4e-06,0.01607180173907961,0.0005970699712634087,1.1315077459439635
goal,qwenoft,pre,10,0.7512525916099548,0.0,3.3333333333333335e-05,,3.3333333333333335e-05,,0.0012493990361690521,1.5352796176448464
goal,qwenoft,pre,20,0.545678436756134,0.0,6.666666666666667e-05,,6.666666666666667e-05,,0.0006982320919632912,1.5037701670080423
goal,qwenoft,pre,30,0.5042650103569031,0.0,0.0001,,0.0001,,0.000568808987736702,1.5173305189236999
goal,qwenoft,pre,40,0.3431705832481384,0.01,9.967544117161328e-05,,9.967544117161328e-05,,0.0007129618898034096,1.5242869015783072
goal,qwenoft,pre,50,0.3150593340396881,0.01,9.870615378783155e-05,,9.870615378783155e-05,0.022786319255828857,0.0008722105994820595,1.5708175003528595
goal,qwenoft,pre,60,0.39003774523735046,0.01,9.71052457977236e-05,,9.71052457977236e-05,,0.0007885368540883064,1.7191342422738671
goal,qwenoft,pre,70,0.3859921395778656,0.01,9.48943667355238e-05,,9.48943667355238e-05,,0.0009173471480607986,1.454783114604652
goal,qwenoft,pre,80,0.35936227440834045,0.01,9.210341494782096e-05,,9.210341494782096e-05,,0.0009349854663014412,1.5288582621142268
goal,qwenoft,pre,90,0.3272011876106262,0.01,8.877013326971095e-05,,8.877013326971095e-05,,0.0013730386272072792,1.6050368901342154
goal,qwenoft,pre,100,0.33476269245147705,0.02,8.493959861769923e-05,,8.493959861769923e-05,0.01667864407811846,0.0004993537440896034,1.502708408050239
goal,qwenoft,pre,110,0.32280072569847107,0.02,8.066361240173374e-05,,8.066361240173374e-05,,0.0006120763719081879,1.4709895281121135
goal,qwenoft,pre,120,0.34001752734184265,0.02,7.6e-05,,7.6e-05,,0.0007065804675221443,1.788128487765789
goal,qwenoft,pre,130,0.3593152165412903,0.02,7.101182876987953e-05,,7.101182876987953e-05,,0.00047321617603302,1.6833006627857685
goal,qwenoft,pre,140,0.24712291359901428,0.02,6.576655517013234e-05,,6.576655517013234e-05,,0.0007739998400211334,1.5309341819956899
goal,qwenoft,pre,150,0.2668730616569519,0.02,6.033511252801267e-05,,6.033511252801267e-05,0.02111801505088806,0.0009033326059579849,1.485408566892147
goal,qwenoft,pre,160,0.2787514328956604,0.02,5.479095178770284e-05,,5.479095178770284e-05,,0.0008570393547415733,1.548036789521575
goal,qwenoft,pre,170,0.3580930829048157,0.03,4.920904821229716e-05,,4.920904821229716e-05,,0.0008065290749073029,1.4229960134252906
goal,qwenoft,pre,180,0.3118344247341156,0.03,4.3664887471987345e-05,,4.3664887471987345e-05,,0.00101397093385458,1.546380571089685
goal,qwenoft,pre,190,0.26744911074638367,0.03,3.823344482986768e-05,,3.823344482986768e-05,,0.0006443066522479057,1.3144931243732572
goal,qwenoft,pre,200,0.3150089383125305,0.03,3.2988171230120465e-05,,3.2988171230120465e-05,0.01800828959260668,0.0009955782443284988,1.4723609862849116
goal,qwenoft,pre,210,0.28057950735092163,0.03,2.800000000000001e-05,,2.800000000000001e-05,,0.0008039511740207672,1.564066824503243
goal,qwenoft,pre,220,0.269817054271698,0.03,2.3336387598266272e-05,,2.3336387598266272e-05,,0.0009831786155700684,1.5396724017336965
goal,qwenoft,pre,230,0.26843857765197754,0.04,1.906040138230079e-05,,1.906040138230079e-05,,0.0010957028716802597,1.4124500891193748
goal,qwenoft,pre,240,0.2563515603542328,0.04,1.5229866730289061e-05,,1.5229866730289061e-05,,0.0006230054423213005,1.388373764231801
goal,qwenoft,pre,250,0.2572951912879944,0.04,1.1896585052179059e-05,,1.1896585052179059e-05,0.018153150166784014,0.0006460156291723251,1.4983818186447024
goal,qwenoft,pre,260,0.28044673800468445,0.04,9.105633264476216e-06,,9.105633264476216e-06,,0.000614815391600132,1.4216018738225102
goal,qwenoft,pre,270,0.2606895864009857,0.04,6.8947542022764005e-06,,6.8947542022764005e-06,,0.000679967924952507,1.4461753517389297
goal,qwenoft,pre,280,0.2951238751411438,0.04,5.293846212168457e-06,,5.293846212168457e-06,,0.0007170885801315308,1.3703890601173043
goal,qwenoft,pre,290,0.25468793511390686,0.04,4.324558828386734e-06,,4.324558828386734e-06,,0.0007685497403144836,1.3869655197486281
goal,qwenoft,pre,300,0.2418493777513504,0.05,4e-06,,4e-06,0.018002037491117204,0.000780235044658184,1.4325884776189923
goal,qwenpiv3,mh,10,1.0939642190933228,0.0,3.3333333333333335e-05,8.333333333333334e-06,3.3333333333333335e-05,,0.000569446012377739,2.6258392417803407
goal,qwenpiv3,mh,20,0.692457377910614,0.0,6.666666666666667e-05,1.6666666666666667e-05,6.666666666666667e-05,,0.0005630990490317345,2.624611704610288
goal,qwenpiv3,mh,30,0.7996848225593567,0.0,0.0001,2.5e-05,0.0001,,0.00046382565051317215,2.5795250004157424
goal,qwenpiv3,mh,40,0.8761898875236511,0.01,9.967544117161328e-05,2.491886029290332e-05,9.967544117161328e-05,,0.0009207921102643013,2.654462962411344
goal,qwenpiv3,mh,50,0.616938591003418,0.01,9.870615378783155e-05,2.4676538446957887e-05,9.870615378783155e-05,0.02209086503301348,0.0005305791273713112,2.9391636420041323
goal,qwenpiv3,mh,60,0.5724411010742188,0.01,9.71052457977236e-05,2.42763114494309e-05,9.71052457977236e-05,,0.000529758632183075,2.7272200100123882
goal,qwenpiv3,mh,70,0.509531557559967,0.01,9.48943667355238e-05,2.372359168388095e-05,9.48943667355238e-05,,0.0007385145872831345,2.6393191013485193
goal,qwenpiv3,mh,80,0.6079393625259399,0.01,9.210341494782096e-05,2.302585373695524e-05,9.210341494782096e-05,,0.0004650084301829338,2.605883587151766
goal,qwenpiv3,mh,90,0.4717736542224884,0.01,8.877013326971095e-05,2.2192533317427737e-05,8.877013326971095e-05,,0.0006957203149795532,2.615882858633995
goal,qwenpiv3,mh,100,0.5797900557518005,0.02,8.493959861769923e-05,2.1234899654424807e-05,8.493959861769923e-05,0.01972707041672298,0.0008247401565313339,2.591192097403109
goal,qwenpiv3,mh,110,0.4671263098716736,0.02,8.066361240173374e-05,2.0165903100433436e-05,8.066361240173374e-05,,0.0004556030035018921,2.603963939473033
goal,qwenpiv3,mh,120,0.5863685607910156,0.02,7.6e-05,1.9e-05,7.6e-05,,0.0007112929597496986,2.637632604688406
goal,qwenpiv3,mh,130,0.5588855147361755,0.02,7.101182876987953e-05,1.7752957192469884e-05,7.101182876987953e-05,,0.0007779933512210846,2.7689346354454756
goal,qwenpiv3,mh,140,0.41415855288505554,0.02,6.576655517013234e-05,1.6441638792533085e-05,6.576655517013234e-05,,0.0005537122488021851,2.59166167024523
goal,qwenpiv3,mh,150,0.4209943115711212,0.02,6.033511252801267e-05,1.5083778132003167e-05,6.033511252801267e-05,0.023398923022406443,0.0008602757006883621,2.7302982369437814
goal,qwenpiv3,mh,160,0.39398086071014404,0.02,5.479095178770284e-05,1.369773794692571e-05,5.479095178770284e-05,,0.000678294338285923,2.7303825318813324
goal,qwenpiv3,mh,170,0.49617162346839905,0.03,4.920904821229716e-05,1.230226205307429e-05,4.920904821229716e-05,,0.0005530761554837227,2.7567494632676244
goal,qwenpiv3,mh,180,0.42621147632598877,0.03,4.3664887471987345e-05,1.0916221867996836e-05,4.3664887471987345e-05,,0.0006454456597566605,2.5113536110147834
goal,qwenpiv3,mh,190,0.36250200867652893,0.03,3.823344482986768e-05,9.55836120746692e-06,3.823344482986768e-05,,0.0009461734443902969,2.615109554491937
goal,qwenpiv3,mh,200,0.27633538842201233,0.03,3.2988171230120465e-05,8.247042807530116e-06,3.2988171230120465e-05,0.01625419727393559,0.0004162471741437912,2.735739255324006
goal,qwenpiv3,mh,210,0.31898391246795654,0.03,2.800000000000001e-05,7.0000000000000024e-06,2.800000000000001e-05,,0.0008057262748479843,2.5848226360976696
goal,qwenpiv3,mh,220,0.3311871886253357,0.03,2.3336387598266272e-05,5.834096899566568e-06,2.3336387598266272e-05,,0.0004017418250441551,2.607589934952557
goal,qwenpiv3,mh,230,0.3883958160877228,0.04,1.906040138230079e-05,4.765100345575197e-06,1.906040138230079e-05,,0.0005899937823414803,2.6496928771957755
goal,qwenpiv3,mh,240,0.2625572681427002,0.04,1.5229866730289061e-05,3.8074666825722652e-06,1.5229866730289061e-05,,0.0004294672980904579,2.7321563186123967
goal,qwenpiv3,mh,250,0.31779152154922485,0.04,1.1896585052179059e-05,2.9741462630447647e-06,1.1896585052179059e-05,0.017177332724843706,0.0006888071075081825,2.776861196383834
goal,qwenpiv3,mh,260,0.3648545444011688,0.04,9.105633264476216e-06,2.276408316119054e-06,9.105633264476216e-06,,0.0004954030737280846,2.722223629243672
goal,qwenpiv3,mh,270,0.356732040643692,0.04,6.8947542022764005e-06,1.7236885505691001e-06,6.8947542022764005e-06,,0.0007003070786595345,2.9820470018312335
goal,qwenpiv3,mh,280,0.31739768385887146,0.04,5.293846212168457e-06,1.3234615530421141e-06,5.293846212168457e-06,,0.0005660252645611763,2.80223869625479
goal,qwenpiv3,mh,290,0.26658856868743896,0.04,4.324558828386734e-06,1.0811397070966836e-06,4.324558828386734e-06,,0.0007444806396961212,2.523802855052054
goal,qwenpiv3,mh,300,0.33075252175331116,0.05,4e-06,1e-06,4e-06,0.01568907392876489,0.000981631688773632,2.696256526745856
goal,qwenpiv3,oft,10,1.2387464046478271,0.0,3.3333333333333335e-05,8.333333333333334e-06,3.3333333333333335e-05,,0.0007446063682436943,2.7377444710582495
goal,qwenpiv3,oft,20,0.9067736268043518,0.0,6.666666666666667e-05,1.6666666666666667e-05,6.666666666666667e-05,,0.001025230623781681,2.6969011295586824
goal,qwenpiv3,oft,30,0.9160309433937073,0.0,0.0001,2.5e-05,0.0001,,0.0005371840670704842,2.6968887876719236
goal,qwenpiv3,oft,40,0.6384580731391907,0.01,9.967544117161328e-05,2.491886029290332e-05,9.967544117161328e-05,,0.0007661720737814903,2.654819855466485
goal,qwenpiv3,oft,50,0.5997201204299927,0.01,9.870615378783155e-05,2.4676538446957887e-05,9.870615378783155e-05,0.027840929371970042,0.0006273854523897171,2.6528550665825605
goal,qwenpiv3,oft,60,0.6284210085868835,0.01,9.71052457977236e-05,2.42763114494309e-05,9.71052457977236e-05,,0.0007893964648246765,2.6411878373473883
goal,qwenpiv3,oft,70,0.4446730613708496,0.01,9.48943667355238e-05,2.372359168388095e-05,9.48943667355238e-05,,0.001053929328918457,2.6438026931136847
goal,qwenpiv3,oft,80,0.5679301619529724,0.01,9.210341494782096e-05,2.302585373695524e-05,9.210341494782096e-05,,0.0009193168953061104,2.60429478995502
goal,qwenpiv3,oft,90,0.5420095324516296,0.01,8.877013326971095e-05,2.2192533317427737e-05,8.877013326971095e-05,,0.0009501753374934196,2.657162416726351
goal,qwenpiv3,oft,100,0.6277109384536743,0.02,8.493959861769923e-05,2.1234899654424807e-05,8.493959861769923e-05,0.01654153423649924,0.0007874723523855209,2.8332191221415997
goal,qwenpiv3,oft,110,0.43909892439842224,0.02,8.066361240173374e-05,2.0165903100433436e-05,8.066361240173374e-05,,0.0009069694206118584,2.6354604810476303
goal,qwenpiv3,oft,120,0.4800645411014557,0.02,7.6e-05,1.9e-05,7.6e-05,,0.000963827595114708,2.5466147297993302
goal,qwenpiv3,oft,130,0.5874089598655701,0.02,7.101182876987953e-05,1.7752957192469884e-05,7.101182876987953e-05,,0.0006454344838857651,2.6207424383610487
goal,qwenpiv3,oft,140,0.3339727222919464,0.02,6.576655517013234e-05,1.6441638792533085e-05,6.576655517013234e-05,,0.0008263913914561272,2.6515295021235943
goal,qwenpiv3,oft,150,0.42738884687423706,0.02,6.033511252801267e-05,1.5083778132003167e-05,6.033511252801267e-05,0.023165853960173472,0.0009874086827039719,2.624910354614258
goal,qwenpiv3,oft,160,0.3778313994407654,0.02,5.479095178770284e-05,1.369773794692571e-05,5.479095178770284e-05,,0.0006816470995545387,2.6317074205726385
goal,qwenpiv3,oft,170,0.4701596796512604,0.03,4.920904821229716e-05,1.230226205307429e-05,4.920904821229716e-05,,0.0007315482944250107,2.5395368495956063
goal,qwenpiv3,oft,180,0.42879727482795715,0.03,4.3664887471987345e-05,1.0916221867996836e-05,4.3664887471987345e-05,,0.0007503768429160118,2.550617018714547
goal,qwenpiv3,oft,190,0.3712840676307678,0.03,3.823344482986768e-05,9.55836120746692e-06,3.823344482986768e-05,,0.0005823438987135887,2.838794367387891
goal,qwenpiv3,oft,200,0.31581416726112366,0.03,3.2988171230120465e-05,8.247042807530116e-06,3.2988171230120465e-05,0.016168490052223206,0.000807018019258976,2.7501126071438193
goal,qwenpiv3,oft,210,0.3805387616157532,0.03,2.800000000000001e-05,7.0000000000000024e-06,2.800000000000001e-05,,0.0007032891735434532,2.7059130389243364
goal,qwenpiv3,oft,220,0.3591075539588928,0.03,2.3336387598266272e-05,5.834096899566568e-06,2.3336387598266272e-05,,0.0009835166856646538,2.5610566437244415
goal,qwenpiv3,oft,230,0.389444500207901,0.04,1.906040138230079e-05,4.765100345575197e-06,1.906040138230079e-05,,0.0006489558145403862,2.721784660592675
goal,qwenpiv3,oft,240,0.2572367191314697,0.04,1.5229866730289061e-05,3.8074666825722652e-06,1.5229866730289061e-05,,0.0007939152419567108,2.586051450110972
goal,qwenpiv3,oft,250,0.30290061235427856,0.04,1.1896585052179059e-05,2.9741462630447647e-06,1.1896585052179059e-05,0.0161618600998606,0.0005207350477576256,2.670609686523676
goal,qwenpiv3,oft,260,0.3746904134750366,0.04,9.105633264476216e-06,2.276408316119054e-06,9.105633264476216e-06,,0.0005496041849255562,2.7414762917906046
goal,qwenpiv3,oft,270,0.34018680453300476,0.04,6.8947542022764005e-06,1.7236885505691001e-06,6.8947542022764005e-06,,0.0007139667868614197,2.7362536154687405
goal,qwenpiv3,oft,280,0.30920764803886414,0.04,5.293846212168457e-06,1.3234615530421141e-06,5.293846212168457e-06,,0.0010325480252504349,2.6101334020495415
goal,qwenpiv3,oft,290,0.2754304111003876,0.04,4.324558828386734e-06,1.0811397070966836e-06,4.324558828386734e-06,,0.0006482163444161415,2.6224764604121447
goal,qwenpiv3,oft,300,0.32136020064353943,0.05,4e-06,1e-06,4e-06,0.015525947724069868,0.0007706889882683754,2.63500155787915
goal,qwenpiv3,oftef,10,1.1880433559417725,0.0,3.3333333333333335e-05,8.333333333333334e-06,3.3333333333333335e-05,,0.0005414858460426331,2.3847721330821514
goal,qwenpiv3,oftef,20,1.2599626779556274,0.0,6.666666666666667e-05,1.6666666666666667e-05,6.666666666666667e-05,,0.0005191946402192116,2.4354976266622543
goal,qwenpiv3,oftef,30,0.7397115230560303,0.0,0.0001,2.5e-05,0.0001,,0.0005104430019855499,2.3748450437560678
goal,qwenpiv3,oftef,40,0.7490813732147217,0.01,9.967544117161328e-05,2.491886029290332e-05,9.967544117161328e-05,,0.0005803843960165977,2.457896765321493
